property_name,prop_location,number_of_rooms,prop_bathrooms,sale_price OMR,prop_area SqM,Ad_Type
فيلا للبيع بالعامرات 600م,"Al Amarat, Muscat•",7,7,70000,600,For Sale
بيع ارضين شبك,"Nizwa, Al Dakhiliya•",3,3,13000,1,For Sale
Running Cargo Office & Store for sale,"Al Wadi Al Kabir, Muscat•",3,3,2000,40,For Sale
بيع محل تجاري في سعادة,"Salalah, Dhofar•",3,3,8000,50,For Sale
الداخليه نزوى حي السلام,"Nizwa, Al Dakhiliya•",3,3,18000,750,For Sale
أرض تجاريه سكنيه للبيع او الاستثمار مساحة 600  م٢,"Nizwa, Al Dakhiliya•",3,3,40000,600,For Sale
محل للبيع في بوشر,"Bosher, Muscat•",3,3,116000,116,For Sale
السويق,"Suwaiq, Al Batinah•",3,3,4000,600,For Sale
منزل للبيع الصومحان شمال كورنرررر فرصه بسعر جميل,"Barka, Al Batinah•",3,3,55000,330,For Sale
كرفانات للبيع / Caravans for sale,"Al Rusayl, Muscat•",3,3,1000,40,For Sale
بوتيك مستحضرات تجميل وبخور وعطور للبيع,"Al Ghubrah, Muscat•",3,3,6000,35,For Sale
للبيع منزلين او للايجار,"Ibri, Al Dhahirah•",5,5,21000,675,For Sale
مزل للبيع في المضيبي نزوى,"Nizwa, Al Dakhiliya•",3,4,36000,217,For Sale
فيلا للبيع,"Al Hail, Muscat•",5,6,135000,405,For Sale
ارضيين شبك بقرب من مشروع حي الشرق بركاء,"Barka, Al Batinah•",3,3,28000,1,For Sale
"ارض للبيع"" الخضراء الجديدة ""","Suwaiq, Al Batinah•",3,3,3000,600,For Sale
منزل للبيع في القرم,"Qurum, Muscat•",8,9,170000,600,For Sale
أرض للبيع في طيمساء ولاية نزوى,"Nizwa, Al Dakhiliya•",3,3,5000,660,For Sale
ارض سكنية كورنر للبيع في الحيل الشمالية موقع ممتاز جداً وسط الخدمات,"Al Hail, Muscat•",3,3,92000,609,For Sale
السيب,"Al Seeb, Muscat•",3,3,4000,5,For Sale
أرض سكنية في المعبيلة الجنوبية المرحلة الثامنة,"Al Maabilah, Muscat•",3,3,55000,450,For Sale
فله للبيع سوبر كورنر,"Al Amarat, Muscat•",3,4,57000,211,For Sale
الرميس منطقه العامره96002280,"Barka, Al Batinah•",2,3,40000,168,For Sale
"For sale, a fully furnished 1BD apartment for rent in Al Qurm, PDO","Qurum, Muscat•",1,1,45000,75,For Sale
فله للبيع الصومحان الشماليه خلف ماكدونالدز مزرع الحرث,"Barka, Al Batinah•",4,6,78000,600,For Sale
ارض كونر  من المالك مباشره  بركاء ( السقسوق ),"Barka, Al Batinah•",3,3,23000,600,For Sale
ارض للبيع، في ولاية محوت، رقم الارض 307 في منطقة الحج 10 المساحة 600م,"Mahut, Al Wusta•",3,3,5000,600,For Sale
sale of optical shop,"Barka, Al Batinah•",3,3,7000,1,For Sale
انا المالك- ارض سكنية للبيع في الخوير 33 في موقع مميز وسط الخدمات,"Al Khuwair, Muscat•",3,3,100000,400,For Sale
فيلا من أصل توين فيلا للبيع,"Bosher, Muscat•",4,5,92000,260,For Sale
one BHK luxury apartment in Oxygen Muscat hils,"Bosher, Muscat•",1,2,75000,94,For Sale
بيت في ولاية لوى في (ضبعين بالتحديد) في شمال الباطنة  قابل للتفاوض,"Liwa, Al Batinah•",3,3,12000,400,For Sale
عبري الطيب,"Ibri, Al Dhahirah•",3,3,5000,669,For Sale
سكنية كورنر في موقع ممتاز في صحم,"Saham, Al Batinah•",3,3,49000,1,For Sale
ارض صناعية للبيع,"Al Maabilah, Muscat•",3,3,750000,2,For Sale
للبيع ارضين شبك في الفليج,"Barka, Al Batinah•",3,3,50000,1,For Sale
صحم- خور الحمام,"Saham, Al Batinah•",8,8,57000,600,For Sale
مسقط - ولاية قريات -منطقة ضباب,"Qurayyat, Muscat•",3,3,9000,786,For Sale
ارض صناعية,"Ibri, Al Dhahirah•",3,3,85000,1,For Sale
Property for sale in Rames Barka backside dragons Mall(china mal Barka,"Barka, Al Batinah•",3,3,20000,635,For Sale
ارض في فنس للبيع,"Qurayyat, Muscat•",3,3,16000,600,For Sale
منزل من طابق واحـد للبيع خلف قلعة صحار,"Sohar, Al Batinah•",3,3,40000,177,For Sale
شقه للبيع في بوشر صناعية المسفاة,"Misfah, Muscat•",1,2,20000,56,For Sale
Land for Sale in Barkha,"Barka, Al Batinah•",3,3,18000,600,For Sale
محل تجاري كونر للبيع في بناية جديدة في الخوض السادسة,"Al Khoud, Muscat•",3,3,27000,32,For Sale
للبيع ارض سكنية  في المعبيلة بلوك 2 كورررنر على شارعين قار,"Al Maabilah, Muscat•",3,3,57000,600,For Sale
قريات حي الظاهر,"Qurayyat, Muscat•",8,9,90000,712,For Sale
شبك ضيان جنوب قطعتين,"Suwaiq, Al Batinah•",3,3,7000,1,For Sale
بيت منزل,"Al Masn'a, Al Batinah•",3,3,14000,266,For Sale
أرض في حي التراث المربع ١٩ مساحتها ٩٠٠  متر,"Nizwa, Al Dakhiliya•",3,3,23000,900,For Sale
محل للبيع,"Ghala, Muscat•",3,3,45000,52,For Sale
ولاية إبراء - قرية الحزم,"Ibra, Al Sharqiya•",3,4,40000,200,For Sale
بيت للبيع,"Al Khoud, Muscat•",3,3,160000,2,For Sale
فيلا للبيع,"Al Amarat, Muscat•",5,6,80000,600,For Sale
مرتفعات الثانيه,"Al Amarat, Muscat•",3,3,29000,127,For Sale
free hold apartement in salalah Morya complex,"Taqah, Dhofar•",1,1,55000,75,For Sale
coffee shop and grill,"Al Amarat, Muscat•",3,3,4000,56,For Sale
فله راقيه بالعامرات ١٤ تجهز بعد اسبوع,"Al Amarat, Muscat•",4,6,55000,278,For Sale
منزل فلة للبيع الموقع صحم  مخيليف سيح الطيبات المربع 299,"Saham, Al Batinah•",5,4,39000,295,For Sale
للبيع ارض تجارية كورنر قريبة من مسقط مول,"Al Maabilah, Muscat•",3,3,120000,400,For Sale
للبيع ارض على الشارع العام مقابلة لمركز صحي طهوة بتصميم شاليه عالمي,"Al Kamil and Al Waafi, Al Sharqiya•",3,3,7000,600,For Sale
مغسلة سيارات للبيع جديدة جاهزة للاستخدام,"Al Maabilah, Muscat•",3,3,5000,24,For Sale
الموالح الجنوبية,"Al Mawaleh, Muscat•",4,5,98000,300,For Sale
coffee shop in very busy area with very good monthly income in bousher,"Bosher, Muscat•",3,3,15000,70,For Sale
فله سمارت هاوس للبيع في بركاء الحرادي تم تنزيل السعر,"Barka, Al Batinah•",5,7,72000,600,For Sale
مخطط البريك قريب من شارع حلحل,"Al Khaboura, Al Batinah•",3,3,5000,630,For Sale
فيلا للبيع,"Al Khoud, Muscat•",9,8,285000,614,For Sale
صلالة,"Salalah, Dhofar•",3,3,15000,600,For Sale
ارض سكني الرستاق العراقي ٢٤,"Al Rustaq, Al Batinah•",3,3,14000,600,For Sale
شقة جديدة مؤجرة للبيع في المعبيلة الجنوبية - فرصة استثمارية مميزة!,"Al Maabilah, Muscat•",2,2,21000,84,For Sale
Twin Villa Athaiba,"Azaiba, Muscat•",3,3,140000,300,For Sale
For Sale: Elegant 2-Bedroom Marina Apartment in Jebel Sifah – Muscat,"Muscat - Other, Muscat•",2,2,155000,156,For Sale
حي عاصم قريب من الورديين بسعر أرخص من السوق,"Barka, Al Batinah•",4,4,50000,600,For Sale
للبيع بنايه سكني تجاري في الموالح الجنوبيه,"Al Mawaleh, Muscat•",3,3,1000,800,For Sale
ارض للبيع في بركاء الدهس,"Barka, Al Batinah•",3,3,17000,600,For Sale
ارض تجارية بها ٨ محلات في ولاية الجبل الأخضر,"Nizwa, Al Dakhiliya•",3,3,250000,500,For Sale
Lagoon residents Freehold. Instalments 2 years,"The Wave (Almouj), Muscat•",2,2,130000,127,For Sale
"2 BHK Corner Apartment, Golf Tower, Muscat Hills an ITC Project","Muscat Hills, Muscat•",2,3,103000,168,For Sale
بيت كبير مع الأثاث بأرض كبيره و ممتازه و هادئه قابل للتفاوض,"Barka, Al Batinah•",4,5,56000,990,For Sale
للبييع  ارض امتداد مدينة النهضة تم تعديل السعر,"Al Amarat, Muscat•",3,3,10000,600,For Sale
بهلاء - الفتح,"Bahla, Al Dakhiliya•",3,3,13000,630,For Sale
أرض سكنية للبيع,"Saham, Al Batinah•",3,3,9000,659,For Sale
"Running Restaurant for Sale in Misfah, Muscat","Misfah, Muscat•",3,3,5000,150,For Sale
للبيع بيت شعبية,"Mirbat, Dhofar•",2,1,17000,450,For Sale
احجز أرضك بالمعبيله شمال لمحبي المواقع المميزة أراضي فررصة,"Al Maabilah, Muscat•",3,3,54000,600,For Sale
فيلا راقيه نظام استراحه  في الرميس الموقع جدا ممتاز من المالك مباشره,"Barka, Al Batinah•",6,6,87000,653,For Sale
استراحه للبيع بشكل مستعجل,"Al Masn'a, Al Batinah•",4,4,44000,600,For Sale
للبيع فيلا في السيب حلة النصر مقابل مسقط مول,"Al Maabilah, Muscat•",5,7,93000,365,For Sale
مباشرة من المالك بوشر- المسفاة الثالثة اول خط,"Bosher, Muscat•",3,3,44000,600,For Sale
Flat 2BHK for sale in Qurum,"Qurum, Muscat•",2,3,45000,103,For Sale
للبيع ارض في ولاية بهلاء وادي قريات,"Bahla, Al Dakhiliya•",3,3,3000,647,For Sale
بنايه بالسويق مقابل المستشفى للبيع العاجل بدخل ممتاز,"Suwaiq, Al Batinah•",3,3,165000,300,For Sale
توين فيلا للبيع في العامرات الحشية,"Al Amarat, Muscat•",3,5,39000,200,For Sale
أرض للبيع في قلعة العوامر ٤,"Izki, Al Dakhiliya•",3,3,5000,600,For Sale
مدينة النهضة الامتداد الاول,"Al Amarat, Muscat•",3,3,6000,600,For Sale
سمائل السحاماة,"Sumail, Al Dakhiliya•",3,3,5000,600,For Sale
أرض للبيع المعيمير ٤ مساحة ٦٠٠ اول المخطط و قريبة من الشارع 550متر,"Nizwa, Al Dakhiliya•",3,3,12000,600,For Sale
أرض للبيع المعيمير ٤ أول المخطط كونر على شارعين الأرض مميزة جدا,"Nizwa, Al Dakhiliya•",3,3,14000,647,For Sale
استراحة للبيع في ام قرن,"Ibra, Al Sharqiya•",2,3,22000,220,For Sale
ابحث عن شقة في بوشر او القرم,"Qurum, Muscat•",2,3,35000,100,For Sale
‏ looking for land in mawaleh ‏مطلوب أرض في موالح الجنوبية,"Al Mawaleh, Muscat•",3,3,90000,600,For Sale
* مطلوب ارض للإستثمار * ( لعمل ملعب عشب صناعي ) المكان : من الموا,"Al Khoud, Muscat•",3,3,500000,5,For Sale
Fast Food Restaurant for sale!! Good Location! Family area!!,"Al Wadi Al Kabir, Muscat•",3,3,3000,55,For Sale
ارض كورنا للبيع بالدقم,"Al Duqum, Al Wusta•",3,3,22000,648,For Sale
أرض في بوشر المرحلة الاولى,"Bosher, Muscat•",3,3,58000,300,For Sale
للبيع الارضين سكنية في سمكت والحاجر الثالثة حيم العامرات,"Al Amarat, Muscat•",3,3,4000,600,For Sale
للبيع الأرض في صحم المخيليف، أرضين في الرميس، ٣ أراضي في معبيلة شمالية,"Al Seeb, Muscat•",3,3,6000,600,For Sale
فيلا بالرميس للبيع,"Barka, Al Batinah•",4,4,54000,330,For Sale
انا المالك والملك لله ارض سكنيه في ولاية بركاء مزرع الحرادي,"Barka, Al Batinah•",3,3,150000,3,For Sale
منزل قيد الانشاء,"Al Buraimi, Al Buraimi•",3,4,25000,237,For Sale
*طرف مباشر من المالك أرض سكنية في الخوض السادسة بالقرب من جامع الباسط*,"Al Khoud, Muscat•",3,3,96000,600,For Sale
Sifah Golf Lake Beach House Apartment Sifa سيفة,"Al Sifah, Muscat•",1,2,70000,91,For Sale
عبري - مرتفعات عبري,"Ibri, Al Dhahirah•",3,3,6000,750,For Sale
فيلا راقية للبيع في المعبيلة السادسة,"Al Maabilah, Muscat•",4,6,92000,355,For Sale
حصرياً تم عرضه بسوق ارض في ملده الخامسه مساحه ١٧٩٧ قدام,"Al Masn'a, Al Batinah•",3,3,20000,1,For Sale
Freehold Brand New 4-Bedroom Townhouse for Sale in Muscat Hills,"Muscat Hills, Muscat•",4,6,260000,309,For Sale
Freehold brandnew 2br apartment for sale in lagoonResidence in Al Mouj,"The Wave (Almouj), Muscat•",2,3,142000,127,For Sale
ارض للبيع في المعبيلة الشمالية,"Al Maabilah, Muscat•",3,3,50000,800,For Sale
سكنية في ابو النخيل,"Barka, Al Batinah•",3,3,23000,600,For Sale
السويق البدايه,"Suwaiq, Al Batinah•",4,6,49000,400,For Sale
بيع شقه من المالك,"Al Hail, Muscat•",3,2,20000,48,For Sale
بركاء,"Barka, Al Batinah•",3,3,65000,4,For Sale
ارض سكني تجاري بوشر العوابي,"Bosher, Muscat•",3,3,235000,1,For Sale
فرصة سوبر كورنر بسعر ممتاز في المعبيلة تاني خط من الطريق السريع,"Al Maabilah, Muscat•",3,3,55000,630,For Sale
تملك فيلتين الان في المعبيلة الثامنة بسعر مميز جداً جداً,"Al Maabilah, Muscat•",7,6,85000,300,For Sale
فيلا للبيع في الخوض السابعة مؤثثة وجاهزة,"Al Khoud, Muscat•",6,6,112000,390,For Sale
ارض سكنية مرتفعات العامرات الثانية,"Al Amarat, Muscat•",3,3,34000,500,For Sale
أرض للبيع مباشرة من المالك، والملك لله. سكني تجاري.,"Al Maabilah, Muscat•",3,3,355000,1,For Sale
سكنية بموقع مميز في الدسر / سمائل,"Sumail, Al Dakhiliya•",3,3,11000,600,For Sale
بيت مستعمل للبيع في المعببله,"Al Maabilah, Muscat•",3,4,70000,520,For Sale
احجز ارضك مع هاله بالقرب من اللولو هايبر بالمعبيله الشماليه.,"Al Seeb, Muscat•",3,3,54000,600,For Sale
سعر الفلل قابل للتفاوض,"Al Amarat, Muscat•",6,7,64000,300,For Sale
توين فيلا للبيع من المالك مباشرة مدينة النهضة مربع ١١/١,"Al Amarat, Muscat•",3,5,43000,224,For Sale
Amazing Luxurious part of twin Villa,"Al Mawaleh, Muscat•",5,6,165000,390,For Sale
صحنلوت مربع ب,"Salalah, Dhofar•",3,3,21000,600,For Sale
مزرعتين في العامرات,"Al Amarat, Muscat•",3,3,27000,1,For Sale
أرض سكني تجاري في الرميس,"Barka, Al Batinah•",3,3,60000,540,For Sale
للبيع فيلا كبيرة في بوشر الغبرة الشمالية,"Al Ghubrah, Muscat•",10,8,280000,750,For Sale
money urgent sale,"Ansab, Muscat•",3,3,1000,15,For Sale
ارض فالعامرات المحج,"Al Amarat, Muscat•",3,3,55000,674,For Sale
فيلا للبيع في العذيبة من المالك مباشرة مصيونة بالكامل بالمكيفات,"Azaiba, Muscat•",4,6,127000,284,For Sale
Building for sale  بنايه للبيع في المصنعه,"Al Masn'a, Al Batinah•",3,3,52000,1,For Sale
للبيع مزرعه فضاء وأربع محلات تجاريه بولاية القابل عز,"Al Qabil, Al Sharqiya•",3,3,55000,6,For Sale
اقرا الوصف تحت,"Al Seeb, Muscat•",3,3,150000,508,For Sale
ارض سكني للبيع,"Bahla, Al Dakhiliya•",3,3,28000,2,For Sale
ارض الحشيه الاولى,"Al Amarat, Muscat•",3,3,7000,600,For Sale
ارض سكني النهضه كورنر,"Al Amarat, Muscat•",3,3,14000,687,For Sale
Building materials store,"Ruwi, Muscat•",3,3,11000,90,For Sale
منزل للبيع بناء شخصي الأرض سوبر كورنر مفتوحه من ثلاث جهات,"Wadi Al Ma'awal, Al Batinah•",5,6,60000,321,For Sale
فرصة للاستثمار ارض للبيع من المالك مباشرة ( تم تخفيض السعر ),"Al Mawaleh, Muscat•",3,3,15000,841,For Sale
فرصة للاستثمار ارض للبيع من المالك مباشرة (تم تخفيض السعر),"Mahut, Al Wusta•",3,3,15000,846,For Sale
للبيع شقة مؤجرة المعبيلة حلة النصر,"Al Maabilah, Muscat•",3,3,31000,126,For Sale
للبيع ارض كورنر مربع عوتب 5 بولاية صحار,"Sohar, Al Batinah•",3,3,13000,600,For Sale
أرض في أجمل موقع بالعامرات 1/8 اقرأ الوصف,"Al Amarat, Muscat•",3,3,51000,600,For Sale
السيب سور ال حديد,"Al Seeb, Muscat•",3,3,37000,482,For Sale
ارض سكنيه للبيع النهضه جنوب المصنعه,"Al Masn'a, Al Batinah•",3,3,3000,618,For Sale
ارض للبيع في فنس,"Qurayyat, Muscat•",3,3,15000,600,For Sale
Fully Equipped Industrial Shed for Sale in Al Ouhi Sanaiya,"Sohar, Al Batinah•",3,3,380000,2,For Sale
Prime Industrial Land for Sale in Sohar,"Sohar, Al Batinah•",3,3,65000,1,For Sale
للبيع منزل في بركاء القريحه الثامنه,"Barka, Al Batinah•",2,2,35000,600,For Sale
