property_name,sale_price,prop_location,prop_area,prop_bathrooms,number_of_rooms
COFFEESHOP FOR SALE OR RENT,"OMR 5,000","Al Maabilah, Muscat•",35 SQM,not mentioned,not mentioned
أرض في حي عاصم جاهزة للبناء او الاستثمار قابل التفاوض,"OMR 19,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
2 bedrooms in Al mouj,"OMR 125,000","The Wave (Almouj), Muscat•",127 SQM,2,2
المعبيلة,"OMR 65,000","Al Maabilah, Muscat•",310 SQM,5,5
للبيع او للأجار بيت بجميع ملحقاته (قابل للتفاوض ),"OMR 8,000","Izki, Al Dakhiliya•",100 SQM,not mentioned,not mentioned
Spacious & Modern Furnished Studio for sale in Jebel sifah resort,"OMR 52,000","Al Sifah, Muscat•",66 SQM,1,1
بوشر الشعبيه,"OMR 155,000","Bosher, Muscat•",600 SQM,3,3
ارض سكنية للبيع في صحار ( الجفره),"OMR 19,000","Sohar, Al Batinah•",600 SQM,not mentioned,not mentioned
للبيع منزل بموقع جميل وقريب من جميع الخدمات,"OMR 45,000","Al Amarat, Muscat•",250 SQM,6,5
أرض كورنر للبيع في الشرقية شمال وادي نام (النبأ),"OMR 3,900","Al Qabil, Al Sharqiya•",618 SQM,not mentioned,not mentioned
للبيع ارض سكنية زراعية تنفع الاستراحة,"OMR 90,000","Al Maabilah, Muscat•","1,120 SQM",not mentioned,not mentioned
